step,metric_value,label,metric_name
67,-0.17437185929648244,low gravy,GRAVY Score
68,-0.18040201005025136,low gravy,GRAVY Score
69,-0.1733668341708543,low gravy,GRAVY Score
70,-0.07336683417085431,low gravy,GRAVY Score
71,0.17638190954773855,low gravy,GRAVY Score
72,0.2271356783919597,low gravy,GRAVY Score
73,0.3462311557788943,low gravy,GRAVY Score
74,0.2824120603015075,low gravy,GRAVY Score
75,0.32160804020100503,low gravy,GRAVY Score
76,0.25778894472361796,low gravy,GRAVY Score
77,0.25075376884422096,low gravy,GRAVY Score
78,0.2462311557788944,low gravy,GRAVY Score
79,0.29698492462311554,low gravy,GRAVY Score
80,0.236180904522613,low gravy,GRAVY Score
81,0.1221105527638191,low gravy,GRAVY Score
82,0.07738693467336683,low gravy,GRAVY Score
83,-0.11959798994974877,low gravy,GRAVY Score
84,-0.013065326633165798,low gravy,GRAVY Score
85,-0.1562814070351759,low gravy,GRAVY Score
86,-0.16834170854271358,low gravy,GRAVY Score
87,-0.11206030150753775,low gravy,GRAVY Score
88,-0.07939698492462309,low gravy,GRAVY Score
89,-0.14271356783919595,low gravy,GRAVY Score
90,-0.243718592964824,low gravy,GRAVY Score
91,-0.04371859296482414,low gravy,GRAVY Score
92,-0.06080402010050256,low gravy,GRAVY Score
93,-0.2125628140703517,low gravy,GRAVY Score
94,-0.24572864321608032,low gravy,GRAVY Score
95,-0.19246231155778892,low gravy,GRAVY Score
96,-0.2884422110552764,low gravy,GRAVY Score
97,-0.21206030150753774,low gravy,GRAVY Score
98,-0.29045226130653273,low gravy,GRAVY Score
99,-0.2929648241206031,low gravy,GRAVY Score
100,-0.14221105527638192,low gravy,GRAVY Score
0,30.0685,low instability,Instability Index
1,29.0645,low instability,Instability Index
2,31.5195,low instability,Instability Index
3,40.7905,low instability,Instability Index
4,36.42349999999999,low instability,Instability Index
5,38.98391959798995,low instability,Instability Index
6,39.607537688442214,low instability,Instability Index
7,36.53467336683417,low instability,Instability Index
8,36.40452261306534,low instability,Instability Index
9,31.619597989949757,low instability,Instability Index
10,28.063316582914577,low instability,Instability Index
11,30.84371859296482,low instability,Instability Index
12,39.47085427135678,low instability,Instability Index
13,48.100502512562805,low instability,Instability Index
14,44.313567839195976,low instability,Instability Index
15,44.58743718592964,low instability,Instability Index
16,38.023115577889435,low instability,Instability Index
17,41.31608040201006,low instability,Instability Index
18,38.94020100502513,low instability,Instability Index
19,38.46733668341709,low instability,Instability Index
