step,metric_value,label,metric_name
28,7.411999999999998,low instability,Instability Index
29,9.061499999999997,low instability,Instability Index
30,15.342999999999988,low instability,Instability Index
31,19.86149999999999,low instability,Instability Index
32,25.80049999999999,low instability,Instability Index
33,24.458499999999983,low instability,Instability Index
34,26.283499999999993,low instability,Instability Index
35,30.33099999999999,low instability,Instability Index
36,27.838999999999988,low instability,Instability Index
37,24.460999999999988,low instability,Instability Index
38,21.63199999999999,low instability,Instability Index
39,24.62299999999999,low instability,Instability Index
40,22.007499999999993,low instability,Instability Index
41,18.418999999999993,low instability,Instability Index
42,19.4195,low instability,Instability Index
43,17.781499999999994,low instability,Instability Index
44,16.589999999999996,low instability,Instability Index
45,18.548,low instability,Instability Index
46,17.383999999999997,low instability,Instability Index
47,16.752999999999997,low instability,Instability Index
48,14.471499999999995,low instability,Instability Index
49,12.612,low instability,Instability Index
50,14.648000000000003,low instability,Instability Index
51,11.819500000000001,low instability,Instability Index
52,12.691,low instability,Instability Index
53,12.891000000000004,low instability,Instability Index
54,13.054499999999999,low instability,Instability Index
55,10.047500000000001,low instability,Instability Index
56,8.754000000000003,low instability,Instability Index
57,7.638000000000003,low instability,Instability Index
58,5.9375,low instability,Instability Index
59,7.739500000000001,low instability,Instability Index
60,13.957499999999996,low instability,Instability Index
61,16.95049999999999,low instability,Instability Index
62,19.37949999999999,low instability,Instability Index
63,19.63849999999999,low instability,Instability Index
64,20.103499999999997,low instability,Instability Index
65,20.77749999999999,low instability,Instability Index
66,18.558999999999994,low instability,Instability Index
67,16.466499999999996,low instability,Instability Index
68,17.825499999999998,low instability,Instability Index
69,15.756999999999998,low instability,Instability Index
70,19.268999999999995,low instability,Instability Index
71,21.67949999999999,low instability,Instability Index
72,21.818499999999997,low instability,Instability Index
73,22.448499999999996,low instability,Instability Index
74,25.413999999999994,low instability,Instability Index
75,22.264499999999995,low instability,Instability Index
76,24.544999999999995,low instability,Instability Index
77,22.848499999999998,low instability,Instability Index
78,20.4885,low instability,Instability Index
79,16.941499999999994,low instability,Instability Index
80,12.22399999999999,low instability,Instability Index
81,12.846999999999994,low instability,Instability Index
82,17.097499999999993,low instability,Instability Index
83,16.52899999999999,low instability,Instability Index
84,12.641499999999988,low instability,Instability Index
85,9.144999999999994,low instability,Instability Index
86,7.557499999999997,low instability,Instability Index
87,6.594499999999998,low instability,Instability Index
88,9.667999999999992,low instability,Instability Index
89,12.942499999999994,low instability,Instability Index
90,12.847499999999995,low instability,Instability Index
91,12.013999999999994,low instability,Instability Index
92,12.550499999999994,low instability,Instability Index
93,16.673499999999986,low instability,Instability Index
94,15.792499999999993,low instability,Instability Index
95,14.125999999999998,low instability,Instability Index
96,11.563499999999998,low instability,Instability Index
97,15.284999999999995,low instability,Instability Index
98,12.718999999999998,low instability,Instability Index
99,12.488499999999997,low instability,Instability Index
100,12.137499999999998,low instability,Instability Index
0,50.60850000000001,high instability,Instability Index
1,50.08150000000002,high instability,Instability Index
2,44.481,high instability,Instability Index
3,49.045000000000016,high instability,Instability Index
4,37.166999999999994,high instability,Instability Index
5,32.5505,high instability,Instability Index
6,39.745500000000014,high instability,Instability Index
7,32.948499999999996,high instability,Instability Index
8,30.003500000000003,high instability,Instability Index
9,27.847000000000005,high instability,Instability Index
10,29.198499999999992,high instability,Instability Index
11,31.63899999999999,high instability,Instability Index
12,29.80549999999998,high instability,Instability Index
13,38.19599999999999,high instability,Instability Index
14,33.205499999999994,high instability,Instability Index
15,42.54250000000001,high instability,Instability Index
16,48.741500000000016,high instability,Instability Index
17,45.676500000000004,high instability,Instability Index
18,46.31000000000001,high instability,Instability Index
19,42.34500000000001,high instability,Instability Index
20,52.53500000000002,high instability,Instability Index
21,51.85100000000001,high instability,Instability Index
22,48.762000000000015,high instability,Instability Index
23,44.06000000000001,high instability,Instability Index
24,43.71300000000001,high instability,Instability Index
25,46.20400000000001,high instability,Instability Index
26,44.252,high instability,Instability Index
27,47.83205,high instability,Instability Index
28,54.418049999999994,high instability,Instability Index
29,49.32505000000001,high instability,Instability Index
30,52.594550000000005,high instability,Instability Index
31,59.75255000000002,high instability,Instability Index
32,65.1181,high instability,Instability Index
33,60.71910000000002,high instability,Instability Index
34,66.6636,high instability,Instability Index
35,65.24954999999999,high instability,Instability Index
36,72.81304999999999,high instability,Instability Index
37,72.68955,high instability,Instability Index
38,70.93704999999999,high instability,Instability Index
39,60.46249999999999,high instability,Instability Index
40,63.15304999999998,high instability,Instability Index
41,62.18209999999999,high instability,Instability Index
42,55.92654999999996,high instability,Instability Index
43,51.31104999999998,high instability,Instability Index
44,63.226050000000015,high instability,Instability Index
